date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:13:37	29943/29943	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04ce4-74f7%22	https://jituchauhan.com/physiotherapy/carewell/index.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/index.html	(from )
23:13:39	125/125	---MCZ	200	added ('OK')	text/plain	date:Thu,%2019%20Oct%202023%2021:13:39%20GMT	https://jituchauhan.com/robots.txt		(from )
23:13:40	121260/121260	---MCZ	200	added ('OK')	text/css	etag:W/%2256546e64-1d9ac%22	https://jituchauhan.com/physiotherapy/carewell/css/bootstrap.min.css	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/css/bootstrap.min.css	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:40	41357/41357	---MCZ	200	added ('OK')	text/css	etag:W/%2257a05ef5-a18d%22	https://jituchauhan.com/physiotherapy/carewell/css/style.css	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/css/style.css	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:41	27478/27478	---MCZ	200	added ('OK')	text/css	etag:W/%22571ed3ae-6b56%22	https://jituchauhan.com/physiotherapy/carewell/css/animsition.min.css	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/css/animsition.min.css	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:41	29062/29062	---MCZ	200	added ('OK')	text/css	etag:W/%22579adf66-7186%22	https://jituchauhan.com/physiotherapy/carewell/css/font-awesome.min.css	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/css/font-awesome.min.css	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:42	1714/1714	---MCZ	200	added ('OK')	text/css	etag:W/%22575e4ffe-6b2%22	https://jituchauhan.com/physiotherapy/carewell/css/slick.css	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/css/slick.css	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:42	3160/3160	---MCZ	200	added ('OK')	text/css	etag:W/%22575e40b4-c58%22	https://jituchauhan.com/physiotherapy/carewell/css/slick-theme.css	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/css/slick-theme.css	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:42	4559/4559	---MCZ	200	added ('OK')	text/css	etag:W/%22576bb5e6-11cf%22	https://jituchauhan.com/physiotherapy/carewell/css/fontello.css	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/css/fontello.css	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:43	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%22576e6816-47e%22	https://jituchauhan.com/physiotherapy/carewell/images/favicon.ico	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/favicon.ico	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:43	4553/4553	---M--	200	added ('OK')	image/png	etag:%225768bc9c-11c9%22	https://jituchauhan.com/physiotherapy/carewell/images/logo.png	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/logo.png	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:44	26855/26855	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d62-68e7%22	https://jituchauhan.com/physiotherapy/carewell/index.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/index.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:44	20097/20097	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04cef-4e81%22	https://jituchauhan.com/physiotherapy/carewell/about-us.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/about-us.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:45	17746/17746	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04cfb-4552%22	https://jituchauhan.com/physiotherapy/carewell/about-us.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/about-us.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:45	16894/16894	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d9b-41fe%22	https://jituchauhan.com/physiotherapy/carewell/service-listing-image.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/service-listing-image.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:45	17804/17804	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d90-458c%22	https://jituchauhan.com/physiotherapy/carewell/service-home-health-care.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/service-home-health-care.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:46	18214/18214	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04da2-4726%22	https://jituchauhan.com/physiotherapy/carewell/service-pediatric-care.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/service-pediatric-care.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:46	19185/19185	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d82-4af1%22	https://jituchauhan.com/physiotherapy/carewell/service-companion-care.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/service-companion-care.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:47	33399/33399	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Oct%202023%2021:13:47%20GMT	https://jituchauhan.com/physiotherapy/carewell/Complex-Needs.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/Complex-Needs.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:48	24632/24632	---MCZ	200	added ('OK')	text/html	etag:W/%2257a051d9-6038%22	https://jituchauhan.com/physiotherapy/carewell/team-listing.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/team-listing.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:48	15807/15807	---MCZ	200	added ('OK')	text/html	etag:W/%2257a051da-3dbf%22	https://jituchauhan.com/physiotherapy/carewell/team-detail.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/team-detail.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:49	27504/27504	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d0e-6b70%22	https://jituchauhan.com/physiotherapy/carewell/blog.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/blog.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:49	31813/31813	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d03-7c45%22	https://jituchauhan.com/physiotherapy/carewell/blog-detail.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/blog-detail.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:49	17641/17641	---MCZ	200	added ('OK')	text/html	etag:W/%22599ff36f-44e9%22	https://jituchauhan.com/physiotherapy/carewell/career-list.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/career-list.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:50	19581/19581	---MCZ	200	added ('OK')	text/html	etag:W/%22599ff36f-4c7d%22	https://jituchauhan.com/physiotherapy/carewell/career-details.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/career-details.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:50	17021/17021	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d58-427d%22	https://jituchauhan.com/physiotherapy/carewell/fees.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fees.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:51	23849/23849	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d50-5d29%22	https://jituchauhan.com/physiotherapy/carewell/faq.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/faq.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:51	15036/15036	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d75-3abc%22	https://jituchauhan.com/physiotherapy/carewell/partner.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/partner.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:51	16406/16406	---MCZ	200	added ('OK')	text/html	etag:W/%2257a051d9-4016%22	https://jituchauhan.com/physiotherapy/carewell/testimonials.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/testimonials.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:52	13293/13293	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d3c-33ed%22	https://jituchauhan.com/physiotherapy/carewell/error-page.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/error-page.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:52	19022/19022	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04dae-4a4e%22	https://jituchauhan.com/physiotherapy/carewell/shortcodes-accordion.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/shortcodes-accordion.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:53	24775/24775	---MCZ	200	added ('OK')	text/html	etag:W/%2257a051db-60c7%22	https://jituchauhan.com/physiotherapy/carewell/shortcodes-tabs.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/shortcodes-tabs.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:53	14874/14874	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04db7-3a1a%22	https://jituchauhan.com/physiotherapy/carewell/shortcodes-alerts.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/shortcodes-alerts.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:53	19145/19145	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04dcd-4ac9%22	https://jituchauhan.com/physiotherapy/carewell/shortcodes-columns.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/shortcodes-columns.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:54	33399/33399	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Oct%202023%2021:13:54%20GMT	https://jituchauhan.com/physiotherapy/carewell/shortcodes-buttons.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/shortcodes-buttons.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:55	18604/18604	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d32-48ac%22	https://jituchauhan.com/physiotherapy/carewell/contact-us.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/contact-us.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:55	17662/17662	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d6b-44fe%22	https://jituchauhan.com/physiotherapy/carewell/location.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/location.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:13:59	710657/710657	---M--	200	added ('OK')	image/jpeg	etag:%225767aeca-ad801%22	https://jituchauhan.com/physiotherapy/carewell/images/slider-2.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/slider-2.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:01	594453/594453	---M--	200	added ('OK')	image/jpeg	etag:%225767ae9e-91215%22	https://jituchauhan.com/physiotherapy/carewell/images/slider-1.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/slider-1.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:03	33399/33399	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Oct%202023%2021:14:02%20GMT	https://jituchauhan.com/physiotherapy/carewell/repair-team.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/repair-team.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:03	41733/41733	---M--	200	added ('OK')	image/jpeg	etag:%225767bbc0-a305%22	https://jituchauhan.com/physiotherapy/carewell/images/service-1.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/service-1.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:04	42140/42140	---M--	200	added ('OK')	image/jpeg	etag:%225767be5c-a49c%22	https://jituchauhan.com/physiotherapy/carewell/images/service-2.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/service-2.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:04	42260/42260	---M--	200	added ('OK')	image/jpeg	etag:%225767be6a-a514%22	https://jituchauhan.com/physiotherapy/carewell/images/service-3.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/service-3.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:05	33399/33399	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Oct%202023%2021:14:05%20GMT	https://jituchauhan.com/physiotherapy/carewell/service-companion-care	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/service-companion-care	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:06	20183/20183	---MCZ	200	added ('OK')	text/html	etag:W/%2257a04d89-4ed7%22	https://jituchauhan.com/physiotherapy/carewell/service-conditions.html	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/service-conditions.html	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:06	51164/51164	---M--	200	added ('OK')	image/jpeg	etag:%225767be76-c7dc%22	https://jituchauhan.com/physiotherapy/carewell/images/service-4.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/service-4.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:07	46911/46911	---M--	200	added ('OK')	image/jpeg	etag:%225767c5dc-b73f%22	https://jituchauhan.com/physiotherapy/carewell/images/blog-small-1.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/blog-small-1.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:08	44865/44865	---M--	200	added ('OK')	image/jpeg	etag:%225767cba4-af41%22	https://jituchauhan.com/physiotherapy/carewell/images/blog-small-2.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/blog-small-2.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:08	65171/65171	---M--	200	added ('OK')	image/jpeg	etag:%225767cbb0-fe93%22	https://jituchauhan.com/physiotherapy/carewell/images/blog-small-3.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/blog-small-3.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:08	3745/3745	---M--	200	added ('OK')	image/png	etag:%225767d2f6-ea1%22	https://jituchauhan.com/physiotherapy/carewell/images/insurance-logo-1.png	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/insurance-logo-1.png	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:08	3865/3865	---M--	200	added ('OK')	image/png	etag:%225767d30c-f19%22	https://jituchauhan.com/physiotherapy/carewell/images/insurance-logo-2.png	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/insurance-logo-2.png	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:09	2842/2842	---M--	200	added ('OK')	image/png	etag:%225767d324-b1a%22	https://jituchauhan.com/physiotherapy/carewell/images/insurance-logo-3.png	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/insurance-logo-3.png	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:09	3679/3679	---M--	200	added ('OK')	image/png	etag:%225767d33e-e5f%22	https://jituchauhan.com/physiotherapy/carewell/images/insurance-logo-4.png	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/insurance-logo-4.png	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:10	610849/610849	---M--	200	added ('OK')	image/jpeg	etag:%225767aede-95221%22	https://jituchauhan.com/physiotherapy/carewell/images/slider-3.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/slider-3.jpg	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:10	95992/95992	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:10	36868/36868	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256546e66-9004%22	https://jituchauhan.com/physiotherapy/carewell/js/bootstrap.min.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/bootstrap.min.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:11	2062/2062	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257678b7a-80e%22	https://jituchauhan.com/physiotherapy/carewell/js/nav.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/nav.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
